Asistencia_Escolar,s01a_03,s01a_02,area,depto,s01a_07_1,s01a_09,yhogpc,niv_ed,s06a_06,s06a_07,s06a_12,Grupo_Edad,Ingreso_log,Rural,Tiene_Electricidad,Agua_Red,Riesgo_Desercion
1,15.0,1.0,1.0,2.0,6.0,2.0,779.4000244140625,3.0,5.0,1.0,1.0,15-16 años,6.6598066400329925,0,1,1,0
1,13.0,2.0,1.0,2.0,6.0,2.0,779.4000244140625,3.0,5.0,1.0,1.0,12-14 años,6.6598066400329925,0,1,1,0
1,7.0,2.0,1.0,2.0,6.0,2.0,779.4000244140625,0.0,5.0,1.0,1.0,6-11 años,6.6598066400329925,0,1,1,0
1,10.0,2.0,1.0,2.0,6.0,2.0,1315.1666259765625,1.0,5.0,2.0,1.0,6-11 años,7.182478719353909,0,1,1,0
1,9.0,1.0,1.0,2.0,6.0,2.0,1847.4666748046875,1.0,5.0,2.0,1.0,6-11 años,7.522111749977599,0,1,1,0
1,16.0,1.0,1.0,2.0,6.0,2.0,1299.0,3.0,5.0,1.0,1.0,15-16 años,7.170119543449628,0,1,1,0
1,13.0,1.0,1.0,2.0,6.0,2.0,1299.0,2.0,5.0,1.0,1.0,12-14 años,7.170119543449628,0,1,1,0
1,18.0,2.0,1.0,2.0,6.0,2.0,1599.0,3.0,5.0,1.0,1.0,17-19 años,7.3777589082278725,0,1,1,0
1,10.0,2.0,1.0,2.0,6.0,2.0,1599.0,1.0,5.0,1.0,1.0,6-11 años,7.3777589082278725,0,1,1,0
1,11.0,2.0,1.0,2.0,6.0,2.0,721.6666870117188,1.0,5.0,1.0,1.0,6-11 años,6.582948102044174,0,1,1,0
1,15.0,2.0,1.0,2.0,6.0,2.0,930.0,3.0,5.0,1.0,1.0,15-16 años,6.836259277277067,0,1,1,0
1,8.0,1.0,1.0,2.0,6.0,2.0,1066.6666259765625,1.0,5.0,1.0,1.0,6-11 años,6.973230822829804,0,1,1,0
1,7.0,1.0,1.0,2.0,6.0,2.0,800.0,1.0,5.0,1.0,1.0,6-11 años,6.68586094706836,0,1,1,0
1,17.0,2.0,1.0,2.0,6.0,2.0,1556.324951171875,3.0,5.0,2.0,1.0,17-19 años,7.350724853444395,0,1,1,0
1,13.0,1.0,1.0,2.0,6.0,2.0,1556.324951171875,2.0,5.0,2.0,1.0,12-14 años,7.350724853444395,0,1,1,0
1,18.0,1.0,1.0,2.0,6.0,1.0,1448.833251953125,4.0,5.0,2.0,1.0,17-19 años,7.2792038301487505,0,1,1,0
1,7.0,1.0,1.0,2.0,6.0,1.0,1448.833251953125,1.0,5.0,2.0,1.0,6-11 años,7.2792038301487505,0,1,1,0
1,18.0,2.0,1.0,2.0,6.0,2.0,4292.12255859375,4.0,5.0,1.0,1.0,17-19 años,8.364769616289866,0,1,1,0
1,17.0,1.0,1.0,2.0,6.0,2.0,5150.0,3.0,4.0,1.0,1.0,17-19 años,8.546946149565585,0,1,1,0
1,16.0,2.0,1.0,2.0,6.0,2.0,5150.0,3.0,4.0,1.0,1.0,15-16 años,8.546946149565585,0,1,1,0
1,16.0,2.0,1.0,2.0,6.0,2.0,909.5999755859375,3.0,3.0,1.0,1.0,15-16 años,6.8141036960897186,0,1,1,0
1,18.0,1.0,1.0,2.0,6.0,2.0,840.0,3.0,3.0,1.0,1.0,17-19 años,6.734591659972948,0,1,1,0
1,15.0,1.0,1.0,2.0,6.0,2.0,840.0,3.0,3.0,1.0,1.0,15-16 años,6.734591659972948,0,1,1,0
1,10.0,2.0,1.0,2.0,6.0,2.0,1000.0,1.0,8.0,1.0,1.0,6-11 años,6.90875477931522,0,1,1,0
1,16.0,2.0,1.0,2.0,6.0,2.0,1212.6500244140625,3.0,5.0,2.0,1.0,15-16 años,7.101387647038188,0,1,1,0
1,19.0,1.0,1.0,2.0,6.0,2.0,866.0,5.0,5.0,1.0,1.0,17-19 años,6.7650389767805414,0,1,1,0
1,14.0,1.0,1.0,2.0,6.0,2.0,866.0,3.0,5.0,1.0,1.0,12-14 años,6.7650389767805414,0,1,1,0
1,11.0,1.0,1.0,2.0,6.0,2.0,866.0,1.0,5.0,1.0,1.0,6-11 años,6.7650389767805414,0,1,1,0
1,8.0,2.0,1.0,2.0,6.0,2.0,866.0,1.0,5.0,1.0,1.0,6-11 años,6.7650389767805414,0,1,1,0
1,15.0,2.0,1.0,2.0,6.0,2.0,673.2000122070312,3.0,3.0,1.0,1.0,15-16 años,6.51352682090591,0,1,1,0
1,13.0,1.0,1.0,2.0,6.0,1.0,4701.388671875,2.0,5.0,1.0,1.0,12-14 años,8.455825886652521,0,1,1,0
1,18.0,2.0,1.0,2.0,6.0,2.0,3049.0,4.0,4.0,1.0,1.0,17-19 años,8.022896869601457,0,1,1,0
1,10.0,1.0,1.0,2.0,6.0,2.0,3049.0,1.0,4.0,1.0,1.0,6-11 años,8.022896869601457,0,1,1,0
1,11.0,2.0,1.0,2.0,6.0,1.0,833.3333129882812,1.0,4.0,1.0,1.0,6-11 años,6.726632978378864,0,1,1,0
1,18.0,1.0,1.0,2.0,6.0,2.0,993.0556030273438,3.0,5.0,1.0,1.0,17-19 años,6.901793143751365,0,1,1,0
1,15.0,2.0,1.0,2.0,6.0,2.0,581.9166870117188,3.0,5.0,1.0,1.0,15-16 años,6.3680442722137425,0,1,1,0
1,8.0,1.0,1.0,2.0,6.0,2.0,581.9166870117188,1.0,5.0,1.0,1.0,6-11 años,6.3680442722137425,0,1,1,0
1,16.0,1.0,1.0,2.0,6.0,2.0,987.25,1.0,5.0,1.0,1.0,15-16 años,6.895935702176795,0,1,1,0
1,8.0,1.0,1.0,2.0,6.0,2.0,987.25,1.0,5.0,1.0,1.0,6-11 años,6.895935702176795,0,1,1,0
1,16.0,2.0,1.0,2.0,6.0,2.0,1125.0,3.0,4.0,1.0,1.0,15-16 años,7.026426808699636,0,1,1,0
1,14.0,2.0,1.0,2.0,6.0,2.0,1125.0,3.0,4.0,1.0,1.0,12-14 años,7.026426808699636,0,1,1,0
1,10.0,2.0,1.0,2.0,6.0,1.0,1659.8333740234375,1.0,4.0,1.0,1.0,6-11 años,7.415074787918652,0,1,1,0
1,8.0,2.0,1.0,2.0,6.0,2.0,1932.5,1.0,4.0,1.0,1.0,6-11 años,7.567087111047352,0,1,1,0
1,6.0,2.0,1.0,2.0,6.0,2.0,1932.5,0.0,4.0,1.0,1.0,6-11 años,7.567087111047352,0,1,1,0
1,18.0,2.0,1.0,2.0,6.0,2.0,900.0,3.0,5.0,1.0,1.0,17-19 años,6.803505257608338,0,1,1,0
1,10.0,2.0,1.0,2.0,6.0,2.0,1217.666748046875,1.0,3.0,1.0,1.0,6-11 años,7.105512710683999,0,1,1,0
1,16.0,2.0,1.0,2.0,6.0,2.0,342.8888854980469,3.0,3.0,2.0,1.0,15-16 años,5.840318597922193,0,1,1,0
1,12.0,1.0,1.0,2.0,6.0,2.0,1279.270751953125,2.0,5.0,1.0,1.0,12-14 años,7.154826859508791,0,1,1,0
1,10.0,1.0,1.0,2.0,6.0,2.0,1279.270751953125,1.0,5.0,1.0,1.0,6-11 años,7.154826859508791,0,1,1,0
1,14.0,2.0,1.0,2.0,6.0,2.0,645.0,3.0,3.0,1.0,1.0,12-14 años,6.470799503782602,0,1,1,0
1,6.0,2.0,1.0,2.0,6.0,2.0,495.0833435058594,0.0,3.0,1.0,1.0,6-11 años,6.20674394387107,0,1,1,0
1,16.0,1.0,1.0,2.0,6.0,2.0,599.861083984375,3.0,3.0,1.0,1.0,15-16 años,6.398363766360958,0,1,1,0
0,14.0,1.0,1.0,2.0,6.0,2.0,599.861083984375,0.0,3.0,1.0,1.0,12-14 años,6.398363766360958,0,1,1,1
1,8.0,1.0,1.0,2.0,6.0,2.0,599.861083984375,1.0,3.0,1.0,1.0,6-11 años,6.398363766360958,0,1,1,0
1,17.0,2.0,1.0,2.0,6.0,2.0,1054.6666259765625,3.0,5.0,1.0,1.0,17-19 años,6.961927719326067,0,1,1,0
1,15.0,2.0,1.0,2.0,6.0,2.0,1054.6666259765625,3.0,5.0,1.0,1.0,15-16 años,6.961927719326067,0,1,1,0
1,15.0,2.0,1.0,2.0,6.0,2.0,1116.111083984375,3.0,5.0,1.0,1.0,15-16 años,7.018501242633366,0,1,1,0
1,8.0,1.0,1.0,2.0,6.0,2.0,1116.111083984375,1.0,5.0,1.0,1.0,6-11 años,7.018501242633366,0,1,1,0
1,12.0,2.0,1.0,2.0,6.0,2.0,1746.0,1.0,5.0,1.0,1.0,12-14 años,7.465655310134056,0,1,1,0
1,9.0,1.0,1.0,2.0,6.0,2.0,1746.0,1.0,5.0,1.0,1.0,6-11 años,7.465655310134056,0,1,1,0
1,19.0,2.0,1.0,2.0,6.0,2.0,642.0889282226562,4.0,5.0,1.0,1.0,17-19 años,6.46628301673178,0,1,1,0
1,12.0,1.0,1.0,2.0,6.0,2.0,642.0889282226562,2.0,5.0,1.0,1.0,12-14 años,6.46628301673178,0,1,1,0
1,10.0,2.0,1.0,2.0,6.0,2.0,1794.566650390625,1.0,2.0,1.0,1.0,6-11 años,7.493075933773961,0,1,1,0
1,11.0,1.0,1.0,2.0,6.0,2.0,1059.583251953125,1.0,2.0,1.0,1.0,6-11 años,6.966574273472489,0,1,1,0
1,14.0,2.0,1.0,2.0,6.0,2.0,822.3900146484375,3.0,5.0,1.0,1.0,12-14 años,6.71342998228685,0,1,1,0
1,15.0,1.0,1.0,2.0,6.0,2.0,1530.0,3.0,5.0,1.0,1.0,15-16 años,7.333676395657684,0,1,1,0
1,11.0,2.0,1.0,2.0,6.0,2.0,1530.0,1.0,5.0,1.0,1.0,6-11 años,7.333676395657684,0,1,1,0
1,6.0,2.0,1.0,2.0,6.0,2.0,1338.2889404296875,0.0,1.0,1.0,1.0,6-11 años,7.199894110634563,0,1,1,0
1,11.0,1.0,1.0,2.0,6.0,2.0,1060.166748046875,1.0,5.0,1.0,1.0,6-11 años,6.967124287478343,0,1,1,0
1,8.0,1.0,1.0,2.0,6.0,2.0,1060.166748046875,1.0,5.0,1.0,1.0,6-11 años,6.967124287478343,0,1,1,0
1,18.0,1.0,1.0,2.0,6.0,2.0,768.09521484375,3.0,5.0,1.0,1.0,17-19 años,6.645214778282829,0,1,1,0
1,15.0,1.0,1.0,2.0,6.0,1.0,768.09521484375,3.0,5.0,1.0,1.0,15-16 años,6.645214778282829,0,1,1,0
1,11.0,2.0,1.0,2.0,6.0,1.0,768.09521484375,1.0,5.0,1.0,1.0,6-11 años,6.645214778282829,0,1,1,0
1,7.0,2.0,1.0,2.0,6.0,1.0,768.09521484375,1.0,5.0,1.0,1.0,6-11 años,6.645214778282829,0,1,1,0
1,17.0,1.0,1.0,2.0,6.0,2.0,1700.0,3.0,4.0,1.0,1.0,17-19 años,7.438971592395862,0,1,1,0
1,14.0,2.0,1.0,2.0,6.0,2.0,2535.0,3.0,5.0,1.0,1.0,12-14 años,7.8383433155571165,0,1,1,0
1,14.0,1.0,1.0,2.0,6.0,2.0,2555.0,3.0,8.0,1.0,1.0,12-14 años,7.846198815497425,0,1,1,0
1,12.0,1.0,1.0,2.0,6.0,2.0,2555.0,2.0,8.0,1.0,1.0,12-14 años,7.846198815497425,0,1,1,0
1,8.0,2.0,1.0,2.0,6.0,2.0,2555.0,1.0,8.0,1.0,1.0,6-11 años,7.846198815497425,0,1,1,0
1,16.0,2.0,1.0,2.0,6.0,2.0,5109.58349609375,3.0,5.0,1.0,1.0,15-16 años,8.539068863781395,0,1,1,0
1,15.0,1.0,1.0,2.0,6.0,2.0,2763.83349609375,3.0,3.0,1.0,1.0,15-16 años,7.924735693732294,0,1,1,0
1,9.0,1.0,1.0,2.0,6.0,2.0,2763.83349609375,1.0,3.0,1.0,1.0,6-11 años,7.924735693732294,0,1,1,0
1,6.0,2.0,1.0,2.0,6.0,2.0,4386.66650390625,0.0,3.0,1.0,1.0,6-11 años,8.386552816662315,0,1,1,0
1,11.0,2.0,1.0,2.0,6.0,2.0,1415.0,1.0,3.0,1.0,1.0,6-11 años,7.255591274253665,0,1,1,0
1,10.0,1.0,1.0,2.0,6.0,2.0,1780.0,1.0,3.0,1.0,1.0,6-11 años,7.484930283289661,0,1,1,0
1,6.0,2.0,1.0,2.0,6.0,2.0,1780.0,0.0,3.0,1.0,1.0,6-11 años,7.484930283289661,0,1,1,0
1,12.0,2.0,1.0,2.0,6.0,1.0,6822.9169921875,2.0,3.0,1.0,1.0,12-14 años,8.828188924998397,0,1,1,0
1,6.0,2.0,1.0,2.0,6.0,2.0,8656.2080078125,0.0,4.0,1.0,1.0,6-11 años,9.066147548628685,0,1,1,0
1,15.0,2.0,1.0,2.0,6.0,2.0,3950.41650390625,3.0,4.0,1.0,1.0,15-16 años,8.281829402194338,0,1,1,0
1,12.0,2.0,1.0,2.0,6.0,2.0,3016.666748046875,3.0,4.0,1.0,1.0,12-14 años,8.012239211775256,0,1,1,0
1,7.0,1.0,1.0,2.0,6.0,2.0,1252.0833740234375,1.0,3.0,1.0,1.0,6-11 años,7.133362492206305,0,1,1,0
1,14.0,2.0,1.0,2.0,6.0,2.0,1158.0,3.0,3.0,1.0,1.0,12-14 años,7.055312843339752,0,1,1,0
1,7.0,2.0,1.0,2.0,6.0,2.0,1158.0,1.0,3.0,1.0,1.0,6-11 años,7.055312843339752,0,1,1,0
1,19.0,2.0,1.0,2.0,6.0,2.0,1076.0,4.0,5.0,1.0,1.0,17-19 años,6.981934677156389,0,1,1,0
1,16.0,1.0,1.0,2.0,6.0,2.0,588.0,3.0,5.0,1.0,1.0,15-16 años,6.3784261836515865,0,1,1,0
1,11.0,1.0,1.0,2.0,6.0,2.0,588.0,1.0,5.0,1.0,1.0,6-11 años,6.3784261836515865,0,1,1,0
1,8.0,2.0,1.0,2.0,6.0,2.0,588.0,1.0,5.0,1.0,1.0,6-11 años,6.3784261836515865,0,1,1,0
1,17.0,2.0,1.0,2.0,6.0,2.0,1111.6666259765625,3.0,3.0,1.0,1.0,17-19 años,7.0145147789837745,0,1,1,0
1,13.0,1.0,1.0,2.0,6.0,2.0,1111.6666259765625,3.0,3.0,1.0,1.0,12-14 años,7.0145147789837745,0,1,1,0
1,9.0,1.0,1.0,2.0,6.0,2.0,1512.5,1.0,3.0,1.0,1.0,6-11 años,7.322180128461773,0,1,1,0
1,18.0,1.0,1.0,2.0,6.0,2.0,309.7799987792969,4.0,5.0,1.0,1.0,17-19 años,5.739085262430719,0,1,1,0
1,16.0,1.0,1.0,2.0,6.0,2.0,309.7799987792969,3.0,5.0,1.0,1.0,15-16 años,5.739085262430719,0,1,1,0
1,13.0,1.0,1.0,2.0,6.0,2.0,309.7799987792969,3.0,5.0,1.0,1.0,12-14 años,5.739085262430719,0,1,1,0
1,17.0,1.0,1.0,3.0,6.0,2.0,1862.384033203125,3.0,6.0,9.0,1.0,17-19 años,7.530149486343317,0,1,0,0
1,16.0,1.0,1.0,3.0,6.0,2.0,2378.231689453125,3.0,6.0,9.0,1.0,15-16 años,7.77453289499056,0,1,0,0
1,11.0,2.0,1.0,3.0,6.0,2.0,2378.231689453125,1.0,6.0,9.0,1.0,6-11 años,7.77453289499056,0,1,0,0
1,16.0,2.0,1.0,3.0,6.0,2.0,3733.608642578125,3.0,5.0,9.0,1.0,15-16 años,8.225398310973413,0,1,0,0
1,9.0,2.0,1.0,3.0,6.0,2.0,2108.967529296875,1.0,5.0,9.0,1.0,6-11 años,7.654427837392874,0,1,0,0
1,9.0,1.0,1.0,3.0,6.0,2.0,212.0833282470703,1.0,1.0,9.0,1.0,6-11 años,5.361683301633356,0,1,0,0
1,17.0,1.0,1.0,3.0,27.0,2.0,940.6300048828125,3.0,1.0,9.0,1.0,17-19 años,6.847612421286718,0,1,0,0
1,16.0,2.0,1.0,3.0,27.0,2.0,940.6300048828125,3.0,1.0,9.0,1.0,15-16 años,6.847612421286718,0,1,0,0
1,10.0,2.0,1.0,3.0,6.0,2.0,940.6300048828125,1.0,1.0,9.0,1.0,6-11 años,6.847612421286718,0,1,0,0
1,9.0,1.0,1.0,3.0,6.0,2.0,1376.6099853515625,1.0,1.0,9.0,1.0,6-11 años,7.228105382015056,0,1,0,0
1,18.0,1.0,1.0,3.0,6.0,2.0,289.0416564941406,3.0,8.0,9.0,1.0,17-19 años,5.670024555748084,0,1,0,0
1,13.0,1.0,1.0,3.0,6.0,2.0,289.0416564941406,3.0,8.0,9.0,1.0,12-14 años,5.670024555748084,0,1,0,0
1,12.0,1.0,1.0,3.0,6.0,2.0,289.0416564941406,1.0,8.0,9.0,1.0,12-14 años,5.670024555748084,0,1,0,0
1,8.0,2.0,1.0,3.0,6.0,2.0,289.0416564941406,1.0,8.0,9.0,1.0,6-11 años,5.670024555748084,0,1,0,0
0,19.0,1.0,1.0,3.0,6.0,2.0,1787.7452392578125,4.0,8.0,9.0,1.0,17-19 años,7.489269669376029,0,1,0,1
1,9.0,2.0,1.0,3.0,6.0,2.0,1787.7452392578125,1.0,8.0,9.0,1.0,6-11 años,7.489269669376029,0,1,0,0
1,7.0,2.0,1.0,3.0,6.0,2.0,2013.7933349609375,0.0,8.0,9.0,1.0,6-11 años,7.608271905825989,0,1,0,0
1,15.0,2.0,1.0,3.0,6.0,2.0,3520.583251953125,3.0,8.0,1.0,1.0,15-16 años,8.166665954954755,0,1,1,0
1,12.0,1.0,1.0,3.0,6.0,2.0,1119.199951171875,1.0,7.0,1.0,1.0,12-14 años,7.021262476186974,0,1,1,0
0,15.0,1.0,1.0,3.0,27.0,2.0,2914.255615234375,3.0,8.0,2.0,1.0,15-16 años,7.977712784557364,0,1,1,1
0,14.0,1.0,1.0,3.0,6.0,2.0,2914.255615234375,2.0,8.0,2.0,1.0,12-14 años,7.977712784557364,0,1,1,1
0,17.0,1.0,1.0,3.0,6.0,2.0,1144.0179443359375,3.0,5.0,2.0,1.0,17-19 años,7.043175587774653,0,1,1,1
1,10.0,1.0,1.0,3.0,6.0,2.0,1144.0179443359375,1.0,5.0,2.0,1.0,6-11 años,7.043175587774653,0,1,1,0
1,10.0,1.0,1.0,3.0,6.0,2.0,1085.179931640625,1.0,5.0,1.0,1.0,6-11 años,6.990422169680319,0,1,1,0
1,7.0,2.0,1.0,3.0,6.0,2.0,1085.179931640625,1.0,5.0,1.0,1.0,6-11 años,6.990422169680319,0,1,1,0
1,17.0,2.0,1.0,3.0,6.0,2.0,823.1080322265625,3.0,5.0,1.0,1.0,17-19 años,6.714301628386762,0,1,1,0
1,14.0,2.0,1.0,3.0,6.0,2.0,823.1080322265625,3.0,5.0,1.0,1.0,12-14 años,6.714301628386762,0,1,1,0
1,14.0,2.0,1.0,3.0,6.0,2.0,823.1080322265625,3.0,5.0,1.0,1.0,12-14 años,6.714301628386762,0,1,1,0
1,12.0,2.0,1.0,3.0,6.0,2.0,876.1666870117188,1.0,5.0,1.0,1.0,12-14 años,6.776697039319779,0,1,1,0
1,9.0,2.0,1.0,3.0,6.0,2.0,876.1666870117188,1.0,5.0,1.0,1.0,6-11 años,6.776697039319779,0,1,1,0
0,17.0,1.0,1.0,3.0,6.0,2.0,1785.7467041015625,3.0,5.0,1.0,1.0,17-19 años,7.488151761465149,0,1,1,1
1,14.0,1.0,1.0,3.0,6.0,2.0,1785.7467041015625,3.0,5.0,1.0,1.0,12-14 años,7.488151761465149,0,1,1,0
1,18.0,2.0,1.0,3.0,6.0,2.0,2023.449951171875,3.0,5.0,1.0,1.0,17-19 años,7.613053313591861,0,1,1,0
1,16.0,2.0,1.0,3.0,6.0,2.0,617.6199951171875,3.0,5.0,1.0,1.0,15-16 años,6.427491182905418,0,1,1,0
1,14.0,1.0,1.0,3.0,6.0,2.0,617.6199951171875,3.0,5.0,1.0,1.0,12-14 años,6.427491182905418,0,1,1,0
1,12.0,2.0,1.0,3.0,6.0,2.0,617.6199951171875,1.0,5.0,1.0,1.0,12-14 años,6.427491182905418,0,1,1,0
1,15.0,1.0,1.0,3.0,6.0,2.0,1532.493408203125,3.0,5.0,1.0,1.0,15-16 años,7.335303685014337,0,1,1,0
1,11.0,1.0,1.0,3.0,6.0,2.0,1936.38330078125,1.0,5.0,1.0,1.0,6-11 años,7.569093527558652,0,1,1,0
1,14.0,1.0,1.0,3.0,6.0,2.0,1359.9366455078125,3.0,5.0,2.0,1.0,12-14 años,7.215928451610461,0,1,1,0
1,13.0,2.0,1.0,3.0,6.0,2.0,1359.9366455078125,3.0,5.0,2.0,1.0,12-14 años,7.215928451610461,0,1,1,0
1,9.0,2.0,1.0,3.0,6.0,2.0,1359.9366455078125,1.0,5.0,2.0,1.0,6-11 años,7.215928451610461,0,1,1,0
1,18.0,1.0,1.0,3.0,6.0,2.0,1194.512451171875,3.0,5.0,2.0,1.0,17-19 años,7.08633020187708,0,1,1,0
1,9.0,1.0,1.0,3.0,6.0,2.0,1194.512451171875,1.0,5.0,2.0,1.0,6-11 años,7.08633020187708,0,1,1,0
0,19.0,1.0,1.0,3.0,6.0,2.0,1870.9000244140625,4.0,5.0,2.0,1.0,17-19 años,7.53470924984968,0,1,1,1
1,17.0,1.0,1.0,3.0,6.0,2.0,1870.9000244140625,3.0,5.0,2.0,1.0,17-19 años,7.53470924984968,0,1,1,0
1,8.0,2.0,1.0,3.0,6.0,2.0,773.0899658203125,1.0,8.0,2.0,1.0,6-11 años,6.651688101744938,0,1,1,0
1,6.0,1.0,1.0,3.0,6.0,2.0,773.0899658203125,0.0,8.0,2.0,1.0,6-11 años,6.651688101744938,0,1,1,0
1,12.0,1.0,1.0,3.0,6.0,2.0,773.0899658203125,1.0,8.0,2.0,1.0,12-14 años,6.651688101744938,0,1,1,0
1,9.0,2.0,1.0,3.0,6.0,2.0,1319.5499267578125,1.0,5.0,9.0,1.0,6-11 años,7.185803540002235,0,1,0,0
1,13.0,1.0,1.0,3.0,6.0,2.0,955.2799682617188,3.0,5.0,9.0,1.0,12-14 años,6.863050724008338,0,1,0,0
1,6.0,1.0,1.0,3.0,6.0,2.0,955.2799682617188,0.0,5.0,9.0,1.0,6-11 años,6.863050724008338,0,1,0,0
1,6.0,1.0,1.0,3.0,6.0,2.0,951.7749633789062,1.0,5.0,9.0,1.0,6-11 años,6.85937874080553,0,1,0,0
1,19.0,2.0,1.0,3.0,6.0,2.0,1634.6112060546875,5.0,8.0,9.0,1.0,17-19 años,7.399771839808841,0,1,0,0
1,18.0,2.0,1.0,3.0,6.0,2.0,994.0999145507812,4.0,8.0,9.0,1.0,17-19 años,6.902843148751131,0,1,0,0
1,8.0,1.0,1.0,3.0,6.0,2.0,1242.6666259765625,1.0,5.0,9.0,1.0,6-11 años,7.1258192518351935,0,1,0,0
1,12.0,1.0,1.0,3.0,995.0,2.0,1242.6666259765625,1.0,5.0,9.0,1.0,12-14 años,7.1258192518351935,0,1,0,0
1,8.0,1.0,1.0,3.0,6.0,2.0,338.4166564941406,1.0,8.0,9.0,1.0,6-11 años,5.827228427889797,0,1,0,0
1,17.0,2.0,1.0,3.0,6.0,2.0,2398.39990234375,3.0,5.0,9.0,1.0,17-19 años,7.782973944380547,0,1,0,0
1,7.0,2.0,1.0,3.0,6.0,2.0,2217.646484375,1.0,5.0,5.0,1.0,6-11 años,7.704652597205773,0,1,0,0
1,17.0,1.0,1.0,3.0,6.0,2.0,553.7579345703125,3.0,5.0,5.0,1.0,17-19 años,6.31853186467628,0,1,0,0
1,14.0,2.0,1.0,3.0,6.0,2.0,553.7579345703125,3.0,5.0,5.0,1.0,12-14 años,6.31853186467628,0,1,0,0
1,11.0,1.0,1.0,3.0,6.0,2.0,553.7579345703125,1.0,5.0,5.0,1.0,6-11 años,6.31853186467628,0,1,0,0
0,19.0,2.0,1.0,3.0,6.0,2.0,1486.1500244140625,4.0,5.0,5.0,1.0,17-19 años,7.304616832032812,0,1,0,1
1,17.0,2.0,1.0,3.0,6.0,2.0,1486.1500244140625,3.0,5.0,5.0,1.0,17-19 años,7.304616832032812,0,1,0,0
1,16.0,1.0,1.0,3.0,6.0,2.0,1486.1500244140625,3.0,5.0,5.0,1.0,15-16 años,7.304616832032812,0,1,0,0
1,17.0,2.0,1.0,3.0,6.0,2.0,1395.5999755859375,3.0,5.0,9.0,1.0,17-19 años,7.2417959729308645,0,1,0,0
1,18.0,1.0,1.0,3.0,6.0,2.0,1000.0933837890625,4.0,8.0,6.0,1.0,17-19 años,6.908848065462497,0,1,0,0
1,7.0,1.0,1.0,3.0,6.0,2.0,1000.0933837890625,1.0,8.0,6.0,1.0,6-11 años,6.908848065462497,0,1,0,0
1,17.0,2.0,1.0,3.0,6.0,2.0,559.5833129882812,3.0,8.0,9.0,1.0,17-19 años,6.32897787194496,0,1,0,0
1,15.0,1.0,1.0,3.0,6.0,2.0,559.5833129882812,3.0,8.0,9.0,1.0,15-16 años,6.32897787194496,0,1,0,0
1,14.0,2.0,1.0,3.0,6.0,2.0,559.5833129882812,3.0,8.0,9.0,1.0,12-14 años,6.32897787194496,0,1,0,0
1,9.0,1.0,1.0,3.0,6.0,2.0,1840.0,1.0,8.0,9.0,1.0,6-11 años,7.518064181233078,0,1,0,0
1,11.0,1.0,1.0,3.0,6.0,2.0,1441.13330078125,1.0,8.0,9.0,1.0,6-11 años,7.273878755168307,0,1,0,0
1,13.0,1.0,1.0,3.0,6.0,2.0,1208.2916259765625,3.0,5.0,9.0,1.0,12-14 años,7.0977900340807105,0,1,0,0
1,10.0,2.0,1.0,3.0,6.0,2.0,1208.2916259765625,1.0,5.0,9.0,1.0,6-11 años,7.0977900340807105,0,1,0,0
1,19.0,1.0,1.0,3.0,6.0,2.0,1935.5999755859375,5.0,8.0,9.0,1.0,17-19 años,7.568689124570768,0,1,0,0
1,15.0,1.0,1.0,3.0,6.0,2.0,626.2000122070312,3.0,5.0,9.0,1.0,15-16 años,6.441265488498939,0,1,0,0
1,13.0,1.0,1.0,3.0,6.0,2.0,626.2000122070312,3.0,5.0,9.0,1.0,12-14 años,6.441265488498939,0,1,0,0
1,11.0,1.0,1.0,3.0,6.0,2.0,626.2000122070312,1.0,5.0,9.0,1.0,6-11 años,6.441265488498939,0,1,0,0
1,13.0,1.0,1.0,3.0,6.0,2.0,2121.875,2.0,6.0,1.0,1.0,12-14 años,7.660526581024934,0,1,1,0
1,8.0,1.0,1.0,3.0,6.0,2.0,1447.25,1.0,6.0,1.0,1.0,6-11 años,7.278111209976734,0,1,1,0
1,16.0,2.0,1.0,3.0,6.0,2.0,4337.0,3.0,8.0,1.0,1.0,15-16 años,8.37516869138682,0,1,1,0
1,18.0,2.0,1.0,3.0,6.0,2.0,836.0333251953125,4.0,5.0,9.0,1.0,17-19 años,6.729863884745041,0,1,0,0
1,17.0,2.0,1.0,3.0,6.0,1.0,836.0333251953125,3.0,5.0,9.0,1.0,17-19 años,6.729863884745041,0,1,0,0
1,7.0,2.0,1.0,3.0,6.0,2.0,433.0,0.0,1.0,9.0,1.0,6-11 años,6.073044534100405,0,1,0,0
1,6.0,1.0,1.0,3.0,6.0,2.0,433.0,0.0,1.0,9.0,1.0,6-11 años,6.073044534100405,0,1,0,0
1,8.0,1.0,1.0,3.0,6.0,2.0,2925.0,1.0,8.0,9.0,1.0,6-11 años,7.98139158158007,0,1,0,0
0,19.0,2.0,1.0,3.0,6.0,2.0,2835.91650390625,4.0,8.0,9.0,1.0,17-19 años,7.950473003253523,0,1,0,1
1,14.0,2.0,1.0,3.0,6.0,2.0,2750.443359375,3.0,8.0,9.0,1.0,12-14 años,7.919880910925403,0,1,0,0
1,14.0,1.0,1.0,3.0,6.0,2.0,461.4285583496094,3.0,6.0,1.0,1.0,12-14 años,6.136492076587726,0,1,1,0
1,12.0,1.0,1.0,3.0,6.0,2.0,461.4285583496094,1.0,6.0,1.0,1.0,12-14 años,6.136492076587726,0,1,1,0
